status,ticket_id,priority,source,topic,agent_group,agent_name,created_time,expected_sla_to_resolve,expected_sla_to_first response,first_response_time,sla_for_first response,resolution_time,sla_for_resolution,close_time,agent_interactions,survey_results,product_group,support_level,country,latitude,longitude
Closed,TCKT-104961,Critical,Chat,General Inquiry,IT Support,Agent 47,15-04-2024 17:25,15-04-2024 18:25,15-04-2024 17:35,15-04-2024 17:28,Met,15-04-2024 18:05,Met,15-04-2024 18:10,5,Neutral,Hardware,L3,Kuwait,23.5273,55.9249
In Progress,TCKT-104962,Medium,Chat,Network Issue,IT Support,Agent 79,22-07-2024 03:30,22-07-2024 06:30,22-07-2024 04:15,22-07-2024 04:14,Met,22-07-2024 06:29,Met,22-07-2024 06:33,3,Very Satisfied,Software,L2,Qatar,23.1208,55.7456
Resolved,TCKT-104964,Medium,Email,Hardware Failure,IT Support,Agent 71,31-05-2024 08:50,31-05-2024 11:50,31-05-2024 09:35,31-05-2024 09:26,Met,31-05-2024 13:13,Breached,31-05-2024 11:45,5,Satisfied,Cloud,L3,Oman,23.5703,54.4855
In Progress,TCKT-104966,Medium,Email,Network Issue,IT Support,Agent 44,29-07-2024 00:26,29-07-2024 03:26,29-07-2024 01:11,29-07-2024 01:07,Met,29-07-2024 03:18,Met,29-07-2024 03:21,5,Satisfied,Network,L3,Oman,24.4273,51.7826
Closed,TCKT-104979,Low,Chat,Hardware Failure,IT Support,Agent 7,22-06-2024 21:25,23-06-2024 01:25,22-06-2024 22:25,22-06-2024 22:15,Met,23-06-2024 01:17,Met,23-06-2024 01:21,5,Very Dissatisfied,Network,L2,UAE,25.8355,51.6377
Resolved,TCKT-104982,High,Phone,Hardware Failure,IT Support,Agent 40,29-04-2024 19:56,29-04-2024 21:56,29-04-2024 20:26,29-04-2024 20:20,Met,29-04-2024 21:55,Met,29-04-2024 22:00,2,Satisfied,Network,L1,UAE,22.964,50.0482
New,TCKT-104986,Critical,Portal,Software Bug,IT Support,Agent 77,25-05-2024 02:54,25-05-2024 03:54,25-05-2024 03:04,25-05-2024 02:54,Met,25-05-2024 03:36,Met,25-05-2024 03:38,5,Neutral,Hardware,L3,Bahrain,24.0869,54.9222
Resolved,TCKT-104993,Low,Phone,Access Request,IT Support,Agent 28,15-05-2024 21:14,16-05-2024 01:14,15-05-2024 22:14,15-05-2024 22:07,Met,16-05-2024 01:03,Met,16-05-2024 01:08,3,Satisfied,Software,L3,Kuwait,22.8151,53.5461
Open,TCKT-104998,Low,Portal,Network Issue,IT Support,Agent 18,20-06-2024 20:34,21-06-2024 00:34,20-06-2024 21:34,20-06-2024 21:32,Met,21-06-2024 00:16,Met,21-06-2024 00:18,1,Very Dissatisfied,Hardware,L1,Oman,24.9696,55.1149
Open,TCKT-105000,Low,Email,Network Issue,IT Support,Agent 11,29-07-2024 06:56,29-07-2024 10:56,29-07-2024 07:56,29-07-2024 07:51,Met,29-07-2024 10:46,Met,29-07-2024 10:49,2,Satisfied,Network,L1,Oman,23.3039,52.4659
Resolved,TCKT-105002,High,Chat,Network Issue,IT Support,Agent 63,31-07-2024 12:19,31-07-2024 14:19,31-07-2024 12:49,31-07-2024 12:45,Met,31-07-2024 14:02,Met,31-07-2024 14:05,3,Dissatisfied,Network,L2,Kuwait,22.3996,51.3362
Closed,TCKT-105011,Low,Email,Hardware Failure,IT Support,Agent 25,12-06-2024 00:10,12-06-2024 04:10,12-06-2024 01:10,12-06-2024 01:02,Met,12-06-2024 05:06,Breached,12-06-2024 04:09,5,Neutral,Cloud,L1,Qatar,25.5052,52.2977
In Progress,TCKT-105016,Critical,Email,Hardware Failure,IT Support,Agent 73,08-06-2024 16:58,08-06-2024 17:58,08-06-2024 17:08,08-06-2024 17:05,Met,08-06-2024 17:49,Met,08-06-2024 17:49,1,Dissatisfied,Hardware,L2,Oman,24.6578,54.1034
Open,TCKT-105018,Critical,Chat,General Inquiry,IT Support,Agent 48,09-08-2024 02:08,09-08-2024 03:08,09-08-2024 02:18,09-08-2024 02:17,Met,09-08-2024 03:08,Breached,09-08-2024 03:12,4,Very Dissatisfied,Software,L1,UAE,25.3194,53.8323
Open,TCKT-105029,Low,Portal,Access Request,IT Support,Agent 10,09-05-2024 16:27,09-05-2024 20:27,09-05-2024 17:27,09-05-2024 17:25,Met,09-05-2024 20:07,Met,09-05-2024 20:08,3,Very Dissatisfied,Cloud,L2,Bahrain,24.0211,55.6874
Closed,TCKT-105032,Critical,Portal,Access Request,IT Support,Agent 78,12-05-2024 11:05,12-05-2024 12:05,12-05-2024 11:15,12-05-2024 11:09,Met,12-05-2024 12:00,Met,12-05-2024 12:03,5,Dissatisfied,Cloud,L1,Saudi Arabia,25.8461,50.5085
Open,TCKT-105035,Low,Portal,Network Issue,IT Support,Agent 76,31-07-2024 20:52,01-08-2024 00:52,31-07-2024 21:52,31-07-2024 21:46,Met,01-08-2024 00:46,Met,01-08-2024 00:47,2,Very Satisfied,Cloud,L2,Kuwait,22.7485,51.5647
New,TCKT-105042,Critical,Phone,Access Request,IT Support,Agent 39,25-07-2024 12:48,25-07-2024 13:48,25-07-2024 12:58,25-07-2024 12:58,Met,25-07-2024 16:29,Breached,25-07-2024 13:31,1,Satisfied,Cloud,L2,Oman,24.2422,52.0938
Resolved,TCKT-105051,Critical,Portal,General Inquiry,IT Support,Agent 15,28-07-2024 17:21,28-07-2024 18:21,28-07-2024 17:31,28-07-2024 17:25,Met,28-07-2024 18:15,Met,28-07-2024 18:20,3,Satisfied,Cloud,L1,Oman,22.1663,50.3659
Open,TCKT-105059,Medium,Email,Access Request,IT Support,Agent 59,20-07-2024 23:13,21-07-2024 02:13,20-07-2024 23:58,20-07-2024 23:57,Met,21-07-2024 01:58,Met,21-07-2024 01:58,1,Dissatisfied,Cloud,L2,Qatar,25.1362,55.0901
In Progress,TCKT-105073,High,Phone,Software Bug,IT Support,Agent 44,24-04-2024 18:36,24-04-2024 20:36,24-04-2024 19:06,24-04-2024 18:56,Met,24-04-2024 20:24,Met,24-04-2024 20:24,3,Satisfied,Hardware,L2,UAE,23.4176,51.1701
In Progress,TCKT-105076,Low,Chat,Software Bug,IT Support,Agent 24,04-07-2024 09:20,04-07-2024 13:20,04-07-2024 10:20,04-07-2024 10:14,Met,04-07-2024 13:00,Met,04-07-2024 13:01,5,Dissatisfied,Software,L2,Oman,24.9422,53.8225
Closed,TCKT-105078,Medium,Phone,Hardware Failure,IT Support,Agent 1,01-07-2024 08:23,01-07-2024 11:23,01-07-2024 09:08,01-07-2024 09:02,Met,01-07-2024 12:43,Breached,01-07-2024 11:16,2,Dissatisfied,Network,L2,Bahrain,24.7843,53.7674
Open,TCKT-105088,Medium,Portal,Network Issue,IT Support,Agent 48,16-04-2024 20:52,16-04-2024 23:52,16-04-2024 21:37,16-04-2024 21:37,Met,16-04-2024 23:36,Met,16-04-2024 23:41,3,Satisfied,Cloud,L3,Oman,24.7434,51.5183
In Progress,TCKT-105098,High,Email,Hardware Failure,IT Support,Agent 32,11-04-2024 09:51,11-04-2024 11:51,11-04-2024 10:21,11-04-2024 10:16,Met,11-04-2024 11:37,Met,11-04-2024 11:41,5,Satisfied,Cloud,L2,Oman,22.3073,50.725
New,TCKT-105104,Medium,Portal,Hardware Failure,IT Support,Agent 9,20-05-2024 06:34,20-05-2024 09:34,20-05-2024 07:19,20-05-2024 07:10,Met,20-05-2024 09:23,Met,20-05-2024 09:23,3,Satisfied,Network,L1,UAE,25.563,52.3711
Closed,TCKT-105111,Low,Portal,General Inquiry,IT Support,Agent 54,27-06-2024 08:40,27-06-2024 12:40,27-06-2024 09:40,27-06-2024 09:39,Met,27-06-2024 12:30,Met,27-06-2024 12:32,3,Neutral,Network,L3,Oman,24.8998,55.6171
New,TCKT-105125,Medium,Phone,Hardware Failure,IT Support,Agent 13,07-06-2024 07:47,07-06-2024 10:47,07-06-2024 08:32,07-06-2024 08:29,Met,07-06-2024 12:09,Breached,07-06-2024 10:43,1,Neutral,Network,L3,UAE,23.2084,53.8582
New,TCKT-105128,Medium,Chat,Network Issue,IT Support,Agent 9,13-07-2024 08:14,13-07-2024 11:14,13-07-2024 08:59,13-07-2024 08:58,Met,13-07-2024 10:59,Met,13-07-2024 11:01,3,Satisfied,Software,L2,Bahrain,24.8729,55.93
Closed,TCKT-105135,Medium,Chat,General Inquiry,IT Support,Agent 5,20-05-2024 12:30,20-05-2024 15:30,20-05-2024 13:15,20-05-2024 13:14,Met,20-05-2024 15:15,Met,20-05-2024 15:17,1,Dissatisfied,Network,L3,Saudi Arabia,25.1113,54.8352
Open,TCKT-105150,Medium,Chat,Network Issue,IT Support,Agent 28,01-05-2024 04:21,01-05-2024 07:21,01-05-2024 05:06,01-05-2024 05:03,Met,01-05-2024 07:08,Met,01-05-2024 07:10,4,Neutral,Cloud,L3,UAE,22.1928,54.1677
In Progress,TCKT-105153,High,Chat,Access Request,IT Support,Agent 20,31-07-2024 08:04,31-07-2024 10:04,31-07-2024 08:34,31-07-2024 08:27,Met,31-07-2024 11:46,Breached,31-07-2024 09:46,1,Very Dissatisfied,Cloud,L3,Bahrain,24.8988,50.8458
New,TCKT-105162,Low,Chat,Network Issue,IT Support,Agent 62,05-08-2024 05:18,05-08-2024 09:18,05-08-2024 06:18,05-08-2024 06:16,Met,05-08-2024 09:17,Met,05-08-2024 09:17,4,Very Satisfied,Cloud,L3,Saudi Arabia,23.9546,51.5523
In Progress,TCKT-105166,Critical,Email,General Inquiry,IT Support,Agent 39,13-07-2024 15:40,13-07-2024 16:40,13-07-2024 15:50,13-07-2024 15:47,Met,13-07-2024 16:34,Met,13-07-2024 16:36,4,Satisfied,Software,L1,Bahrain,23.9057,54.064
In Progress,TCKT-105167,Critical,Portal,Software Bug,IT Support,Agent 19,01-06-2024 02:54,01-06-2024 03:54,01-06-2024 03:04,01-06-2024 02:58,Met,01-06-2024 03:41,Met,01-06-2024 03:41,4,Satisfied,Software,L2,Qatar,24.1053,55.3637
In Progress,TCKT-105168,Critical,Phone,Access Request,IT Support,Agent 24,03-04-2024 00:10,03-04-2024 01:10,03-04-2024 00:20,03-04-2024 00:12,Met,03-04-2024 04:00,Breached,03-04-2024 01:03,3,Dissatisfied,Cloud,L2,Oman,22.808,54.665
In Progress,TCKT-105172,Medium,Phone,Network Issue,IT Support,Agent 4,30-06-2024 20:11,30-06-2024 23:11,30-06-2024 20:56,30-06-2024 20:56,Met,30-06-2024 23:07,Met,30-06-2024 23:11,5,Very Satisfied,Network,L1,Saudi Arabia,23.8321,53.3635
In Progress,TCKT-105176,Medium,Portal,Hardware Failure,IT Support,Agent 43,22-07-2024 12:55,22-07-2024 15:55,22-07-2024 13:40,22-07-2024 13:36,Met,22-07-2024 17:07,Breached,22-07-2024 15:38,2,Very Satisfied,Software,L3,Bahrain,23.4047,53.1882
Resolved,TCKT-105186,High,Portal,Software Bug,IT Support,Agent 2,29-04-2024 22:43,30-04-2024 00:43,29-04-2024 23:13,29-04-2024 23:07,Met,30-04-2024 00:36,Met,30-04-2024 00:40,3,Neutral,Network,L3,Kuwait,23.5318,54.6366
In Progress,TCKT-105187,Medium,Portal,Access Request,IT Support,Agent 22,25-06-2024 07:13,25-06-2024 10:13,25-06-2024 07:58,25-06-2024 07:57,Met,25-06-2024 10:01,Met,25-06-2024 10:03,5,Dissatisfied,Network,L3,Saudi Arabia,22.7559,54.0116
In Progress,TCKT-105188,High,Email,Network Issue,IT Support,Agent 43,29-06-2024 07:24,29-06-2024 09:24,29-06-2024 07:54,29-06-2024 07:45,Met,29-06-2024 09:12,Met,29-06-2024 09:15,1,Dissatisfied,Hardware,L1,Oman,22.9472,51.5345
In Progress,TCKT-105189,Critical,Email,Hardware Failure,IT Support,Agent 44,22-05-2024 21:02,22-05-2024 22:02,22-05-2024 21:12,22-05-2024 21:03,Met,23-05-2024 00:50,Breached,22-05-2024 21:50,5,Dissatisfied,Network,L2,Bahrain,24.5137,54.9465
Closed,TCKT-105200,Medium,Phone,Hardware Failure,IT Support,Agent 71,12-05-2024 17:13,12-05-2024 20:13,12-05-2024 17:58,12-05-2024 17:55,Met,12-05-2024 21:35,Breached,12-05-2024 20:09,5,Satisfied,Hardware,L3,Qatar,23.5986,54.3106
Resolved,TCKT-105203,Medium,Chat,Software Bug,IT Support,Agent 41,13-06-2024 05:37,13-06-2024 08:37,13-06-2024 06:22,13-06-2024 06:13,Met,13-06-2024 08:23,Met,13-06-2024 08:26,5,Dissatisfied,Hardware,L2,Bahrain,22.7003,55.814
Resolved,TCKT-105207,Critical,Chat,Software Bug,IT Support,Agent 76,09-04-2024 10:19,09-04-2024 11:19,09-04-2024 10:29,09-04-2024 10:25,Met,09-04-2024 14:03,Breached,09-04-2024 11:04,2,Satisfied,Network,L2,UAE,22.0292,52.4549
Resolved,TCKT-105208,Critical,Phone,Network Issue,IT Support,Agent 77,21-07-2024 13:54,21-07-2024 14:54,21-07-2024 14:04,21-07-2024 13:55,Met,21-07-2024 14:41,Met,21-07-2024 14:42,5,Neutral,Hardware,L1,Qatar,23.824,51.1472
In Progress,TCKT-105209,Critical,Phone,Hardware Failure,IT Support,Agent 57,03-08-2024 19:58,03-08-2024 20:58,03-08-2024 20:08,03-08-2024 20:00,Met,03-08-2024 20:55,Met,03-08-2024 20:58,1,Very Satisfied,Software,L1,Qatar,24.8085,51.3961
Resolved,TCKT-105214,Low,Email,General Inquiry,IT Support,Agent 17,07-07-2024 03:05,07-07-2024 07:05,07-07-2024 04:05,07-07-2024 04:03,Met,07-07-2024 07:53,Breached,07-07-2024 06:53,4,Dissatisfied,Hardware,L2,Oman,23.8309,55.6676
New,TCKT-105220,High,Portal,Hardware Failure,IT Support,Agent 38,13-04-2024 10:54,13-04-2024 12:54,13-04-2024 11:24,13-04-2024 11:15,Met,13-04-2024 12:34,Met,13-04-2024 12:39,3,Satisfied,Hardware,L3,Qatar,22.6009,53.1099
Resolved,TCKT-105221,High,Chat,General Inquiry,IT Support,Agent 40,15-04-2024 07:47,15-04-2024 09:47,15-04-2024 08:17,15-04-2024 08:17,Met,15-04-2024 09:28,Met,15-04-2024 09:28,3,Neutral,Software,L1,Qatar,22.2176,54.6825
Open,TCKT-105222,Low,Email,General Inquiry,IT Support,Agent 2,02-04-2024 17:54,02-04-2024 21:54,02-04-2024 18:54,02-04-2024 18:46,Met,02-04-2024 21:41,Met,02-04-2024 21:41,2,Satisfied,Software,L3,Saudi Arabia,22.523,53.5191
Open,TCKT-105228,Low,Chat,Access Request,IT Support,Agent 19,08-06-2024 17:16,08-06-2024 21:16,08-06-2024 18:16,08-06-2024 18:11,Met,08-06-2024 21:02,Met,08-06-2024 21:02,1,Very Dissatisfied,Software,L2,UAE,25.5264,55.8933
Closed,TCKT-105229,Medium,Portal,Network Issue,IT Support,Agent 39,02-06-2024 05:59,02-06-2024 08:59,02-06-2024 06:44,02-06-2024 06:39,Met,02-06-2024 10:11,Breached,02-06-2024 08:43,3,Neutral,Cloud,L1,Kuwait,22.6895,53.2897
Closed,TCKT-105231,High,Phone,Network Issue,IT Support,Agent 42,15-06-2024 00:44,15-06-2024 02:44,15-06-2024 01:14,15-06-2024 01:11,Met,15-06-2024 02:24,Met,15-06-2024 02:25,3,Neutral,Cloud,L3,UAE,22.3241,50.7772
Open,TCKT-105246,Low,Chat,Hardware Failure,IT Support,Agent 9,07-04-2024 01:48,07-04-2024 05:48,07-04-2024 02:48,07-04-2024 02:45,Met,07-04-2024 05:30,Met,07-04-2024 05:30,3,Dissatisfied,Cloud,L3,UAE,25.7153,52.7429
Resolved,TCKT-105247,Low,Email,Network Issue,IT Support,Agent 68,25-06-2024 22:19,26-06-2024 02:19,25-06-2024 23:19,25-06-2024 23:12,Met,26-06-2024 02:07,Met,26-06-2024 02:12,1,Satisfied,Cloud,L2,Kuwait,23.5636,53.2409
New,TCKT-105254,High,Email,General Inquiry,IT Support,Agent 74,13-04-2024 22:10,14-04-2024 00:10,13-04-2024 22:40,13-04-2024 22:33,Met,13-04-2024 23:54,Met,13-04-2024 23:54,5,Very Satisfied,Software,L3,Oman,25.0305,54.8587
New,TCKT-105260,Medium,Phone,Access Request,IT Support,Agent 31,13-07-2024 04:11,13-07-2024 07:11,13-07-2024 04:56,13-07-2024 04:51,Met,13-07-2024 08:39,Breached,13-07-2024 07:11,3,Satisfied,Cloud,L2,Oman,23.9455,53.9556
New,TCKT-105267,Critical,Email,Software Bug,IT Support,Agent 30,30-05-2024 14:52,30-05-2024 15:52,30-05-2024 15:02,30-05-2024 14:55,Met,30-05-2024 15:38,Met,30-05-2024 15:40,2,Satisfied,Software,L2,Bahrain,22.9465,52.0361
Closed,TCKT-105280,Critical,Phone,Network Issue,IT Support,Agent 64,19-07-2024 23:49,20-07-2024 00:49,19-07-2024 23:59,19-07-2024 23:50,Met,20-07-2024 03:42,Breached,20-07-2024 00:44,4,Very Satisfied,Hardware,L1,Saudi Arabia,25.2126,51.5496
Closed,TCKT-105295,Critical,Chat,Access Request,IT Support,Agent 32,25-04-2024 09:19,25-04-2024 10:19,25-04-2024 09:29,25-04-2024 09:25,Met,25-04-2024 10:02,Met,25-04-2024 10:04,3,Dissatisfied,Cloud,L1,Bahrain,25.2444,55.4531
Resolved,TCKT-105297,Low,Phone,General Inquiry,IT Support,Agent 69,03-06-2024 21:40,04-06-2024 01:40,03-06-2024 22:40,03-06-2024 22:35,Met,04-06-2024 01:28,Met,04-06-2024 01:28,5,Neutral,Network,L1,Qatar,22.7682,53.5143
New,TCKT-105304,Critical,Chat,Hardware Failure,IT Support,Agent 19,07-08-2024 22:33,07-08-2024 23:33,07-08-2024 22:43,07-08-2024 22:35,Met,08-08-2024 02:23,Breached,07-08-2024 23:24,3,Neutral,Network,L2,Kuwait,25.1213,54.95
Closed,TCKT-105324,High,Phone,Software Bug,IT Support,Agent 4,11-04-2024 21:29,11-04-2024 23:29,11-04-2024 21:59,11-04-2024 21:49,Met,12-04-2024 01:20,Breached,11-04-2024 23:24,3,Very Satisfied,Cloud,L1,UAE,23.4294,53.4849
Closed,TCKT-105335,Critical,Portal,Hardware Failure,IT Support,Agent 51,15-06-2024 05:57,15-06-2024 06:57,15-06-2024 06:07,15-06-2024 06:01,Met,15-06-2024 06:50,Met,15-06-2024 06:51,2,Neutral,Hardware,L3,UAE,23.9331,51.5934
New,TCKT-105341,Low,Phone,Network Issue,IT Support,Agent 77,08-08-2024 17:37,08-08-2024 21:37,08-08-2024 18:37,08-08-2024 18:37,Met,08-08-2024 22:30,Breached,08-08-2024 21:34,4,Very Dissatisfied,Network,L1,UAE,23.9185,54.4623
In Progress,TCKT-105355,Medium,Email,General Inquiry,IT Support,Agent 15,09-06-2024 15:47,09-06-2024 18:47,09-06-2024 16:32,09-06-2024 16:28,Met,09-06-2024 18:33,Met,09-06-2024 18:34,2,Satisfied,Cloud,L1,Bahrain,25.9618,54.6217
Open,TCKT-105361,Critical,Phone,General Inquiry,IT Support,Agent 19,13-07-2024 14:28,13-07-2024 15:28,13-07-2024 14:38,13-07-2024 14:37,Met,13-07-2024 15:11,Met,13-07-2024 15:13,3,Dissatisfied,Hardware,L2,Qatar,24.9577,52.1946
In Progress,TCKT-105362,Low,Portal,Access Request,IT Support,Agent 55,03-05-2024 02:48,03-05-2024 06:48,03-05-2024 03:48,03-05-2024 03:40,Met,03-05-2024 06:33,Met,03-05-2024 06:37,5,Neutral,Software,L3,UAE,25.4028,51.3928
In Progress,TCKT-105367,Critical,Chat,Network Issue,IT Support,Agent 66,07-08-2024 06:54,07-08-2024 07:54,07-08-2024 07:04,07-08-2024 06:54,Met,07-08-2024 07:36,Met,07-08-2024 07:37,3,Satisfied,Cloud,L1,Saudi Arabia,22.0608,52.2485
Resolved,TCKT-105372,Low,Portal,Software Bug,IT Support,Agent 29,11-07-2024 09:57,11-07-2024 13:57,11-07-2024 10:57,11-07-2024 10:55,Met,11-07-2024 13:51,Met,11-07-2024 13:52,3,Satisfied,Hardware,L2,Oman,25.3911,50.853
Resolved,TCKT-105389,Medium,Phone,Software Bug,IT Support,Agent 77,16-07-2024 10:56,16-07-2024 13:56,16-07-2024 11:41,16-07-2024 11:41,Met,16-07-2024 13:45,Met,16-07-2024 13:46,2,Very Satisfied,Network,L3,Bahrain,25.67,51.8906
Open,TCKT-105403,Low,Chat,Hardware Failure,IT Support,Agent 78,05-06-2024 07:58,05-06-2024 11:58,05-06-2024 08:58,05-06-2024 08:57,Met,05-06-2024 11:57,Met,05-06-2024 12:00,3,Dissatisfied,Network,L2,Saudi Arabia,25.8939,51.6624
In Progress,TCKT-105413,High,Phone,Access Request,IT Support,Agent 42,16-07-2024 03:32,16-07-2024 05:32,16-07-2024 04:02,16-07-2024 04:01,Met,16-07-2024 05:30,Met,16-07-2024 05:34,2,Neutral,Network,L1,Bahrain,24.8094,50.1813
Closed,TCKT-105417,Critical,Chat,Network Issue,IT Support,Agent 50,06-08-2024 21:34,06-08-2024 22:34,06-08-2024 21:44,06-08-2024 21:35,Met,07-08-2024 01:29,Breached,06-08-2024 22:32,4,Very Satisfied,Software,L2,Saudi Arabia,23.1891,52.7293
In Progress,TCKT-105426,High,Phone,Access Request,IT Support,Agent 15,29-05-2024 08:51,29-05-2024 10:51,29-05-2024 09:21,29-05-2024 09:15,Met,29-05-2024 12:51,Breached,29-05-2024 10:56,2,Neutral,Network,L1,Saudi Arabia,23.5102,53.3707
New,TCKT-105443,High,Email,General Inquiry,IT Support,Agent 78,04-06-2024 03:19,04-06-2024 05:19,04-06-2024 03:49,04-06-2024 03:48,Met,04-06-2024 05:16,Met,04-06-2024 05:21,1,Satisfied,Hardware,L1,Saudi Arabia,25.2018,55.9044
Open,TCKT-105449,Low,Portal,Access Request,IT Support,Agent 74,28-06-2024 03:16,28-06-2024 07:16,28-06-2024 04:16,28-06-2024 04:12,Met,28-06-2024 07:57,Breached,28-06-2024 06:57,4,Dissatisfied,Network,L3,Oman,22.3779,50.2841
New,TCKT-105451,Medium,Portal,General Inquiry,IT Support,Agent 70,16-06-2024 17:47,16-06-2024 20:47,16-06-2024 18:32,16-06-2024 18:29,Met,16-06-2024 20:40,Met,16-06-2024 20:45,3,Satisfied,Network,L1,Kuwait,22.6593,52.2573
In Progress,TCKT-105457,Medium,Email,Network Issue,IT Support,Agent 8,27-05-2024 01:41,27-05-2024 04:41,27-05-2024 02:26,27-05-2024 02:24,Met,27-05-2024 04:39,Met,27-05-2024 04:39,4,Satisfied,Network,L1,Saudi Arabia,25.0371,53.2447
New,TCKT-105461,High,Phone,General Inquiry,IT Support,Agent 28,06-05-2024 03:15,06-05-2024 05:15,06-05-2024 03:45,06-05-2024 03:38,Met,06-05-2024 05:00,Met,06-05-2024 05:05,2,Dissatisfied,Software,L3,Oman,22.9178,55.4665
Open,TCKT-105467,Low,Phone,General Inquiry,IT Support,Agent 32,18-05-2024 14:50,18-05-2024 18:50,18-05-2024 15:50,18-05-2024 15:47,Met,18-05-2024 18:48,Met,18-05-2024 18:49,2,Very Dissatisfied,Network,L1,Oman,23.2985,52.8836
Closed,TCKT-105468,High,Email,Network Issue,IT Support,Agent 27,11-04-2024 22:22,12-04-2024 00:22,11-04-2024 22:52,11-04-2024 22:44,Met,12-04-2024 00:13,Met,12-04-2024 00:15,3,Very Satisfied,Cloud,L1,UAE,22.7023,51.0802
Resolved,TCKT-105469,Low,Phone,Hardware Failure,IT Support,Agent 42,26-06-2024 10:14,26-06-2024 14:14,26-06-2024 11:14,26-06-2024 11:04,Met,26-06-2024 15:06,Breached,26-06-2024 14:10,3,Neutral,Software,L1,Kuwait,22.7214,53.9621
Open,TCKT-105472,Low,Phone,Hardware Failure,IT Support,Agent 30,26-04-2024 08:39,26-04-2024 12:39,26-04-2024 09:39,26-04-2024 09:38,Met,26-04-2024 12:27,Met,26-04-2024 12:28,1,Neutral,Network,L2,Kuwait,22.8926,52.0731
In Progress,TCKT-105473,Critical,Portal,Software Bug,IT Support,Agent 69,26-05-2024 12:03,26-05-2024 13:03,26-05-2024 12:13,26-05-2024 12:05,Met,26-05-2024 13:00,Met,26-05-2024 13:00,3,Dissatisfied,Network,L1,Saudi Arabia,23.924,53.2086
Resolved,TCKT-105477,High,Chat,Hardware Failure,IT Support,Agent 40,22-05-2024 11:26,22-05-2024 13:26,22-05-2024 11:56,22-05-2024 11:51,Met,22-05-2024 13:18,Met,22-05-2024 13:21,4,Neutral,Hardware,L2,Kuwait,23.2536,52.4456
In Progress,TCKT-105488,Medium,Chat,Network Issue,IT Support,Agent 16,09-08-2024 05:26,09-08-2024 08:26,09-08-2024 06:11,09-08-2024 06:10,Met,09-08-2024 09:42,Breached,09-08-2024 08:15,2,Dissatisfied,Hardware,L2,Qatar,22.2496,50.2958
Closed,TCKT-105491,Medium,Email,Software Bug,IT Support,Agent 11,24-05-2024 12:16,24-05-2024 15:16,24-05-2024 13:01,24-05-2024 12:52,Met,24-05-2024 15:00,Met,24-05-2024 15:01,2,Very Satisfied,Software,L2,Qatar,24.7938,51.7558
In Progress,TCKT-105502,Low,Phone,Access Request,IT Support,Agent 55,26-05-2024 06:35,26-05-2024 10:35,26-05-2024 07:35,26-05-2024 07:33,Met,26-05-2024 11:17,Breached,26-05-2024 10:19,5,Satisfied,Network,L1,Kuwait,25.8131,52.1681
In Progress,TCKT-105503,Medium,Portal,General Inquiry,IT Support,Agent 15,05-07-2024 22:53,06-07-2024 01:53,05-07-2024 23:38,05-07-2024 23:30,Met,06-07-2024 01:49,Met,06-07-2024 01:49,4,Very Dissatisfied,Hardware,L2,Oman,22.5825,51.1187
In Progress,TCKT-105505,Medium,Portal,Software Bug,IT Support,Agent 74,05-07-2024 15:09,05-07-2024 18:09,05-07-2024 15:54,05-07-2024 15:44,Met,05-07-2024 18:06,Met,05-07-2024 18:07,2,Neutral,Hardware,L3,Qatar,22.5027,52.4381
In Progress,TCKT-105506,Low,Portal,Network Issue,IT Support,Agent 68,22-04-2024 12:57,22-04-2024 16:57,22-04-2024 13:57,22-04-2024 13:55,Met,22-04-2024 16:39,Met,22-04-2024 16:44,1,Neutral,Software,L3,Bahrain,22.9707,53.7475
Closed,TCKT-105510,Critical,Portal,Network Issue,IT Support,Agent 11,08-07-2024 22:42,08-07-2024 23:42,08-07-2024 22:52,08-07-2024 22:42,Met,08-07-2024 23:33,Met,08-07-2024 23:36,2,Dissatisfied,Hardware,L3,Qatar,22.7559,51.4625
In Progress,TCKT-105520,Critical,Portal,Hardware Failure,IT Support,Agent 54,14-07-2024 01:56,14-07-2024 02:56,14-07-2024 02:06,14-07-2024 02:03,Met,14-07-2024 02:47,Met,14-07-2024 02:48,2,Satisfied,Cloud,L2,Saudi Arabia,24.3632,54.7751
Resolved,TCKT-105527,Low,Phone,Software Bug,IT Support,Agent 32,30-04-2024 06:51,30-04-2024 10:51,30-04-2024 07:51,30-04-2024 07:44,Met,30-04-2024 11:43,Breached,30-04-2024 10:44,2,Neutral,Cloud,L2,Saudi Arabia,23.9553,55.6376
New,TCKT-105528,High,Phone,General Inquiry,IT Support,Agent 11,11-07-2024 18:17,11-07-2024 20:17,11-07-2024 18:47,11-07-2024 18:42,Met,11-07-2024 20:02,Met,11-07-2024 20:02,5,Satisfied,Software,L2,Bahrain,25.8197,50.9591
Open,TCKT-105534,Low,Chat,General Inquiry,IT Support,Agent 9,20-04-2024 11:48,20-04-2024 15:48,20-04-2024 12:48,20-04-2024 12:46,Met,20-04-2024 15:35,Met,20-04-2024 15:36,3,Satisfied,Cloud,L2,Bahrain,25.1034,53.5914
In Progress,TCKT-105538,High,Email,Software Bug,IT Support,Agent 60,17-04-2024 19:40,17-04-2024 21:40,17-04-2024 20:10,17-04-2024 20:08,Met,17-04-2024 21:33,Met,17-04-2024 21:33,2,Dissatisfied,Software,L1,Qatar,23.9471,52.0526
